Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
China;CHN;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;990.7761909;1104.992418;1276.049344;1471.239577;1679.994942;1883.87603;2087.747696;2297.363102;2483.25406;2689.851566;2963.532386;3258.402107;3590.765959;4007.116046;4504.929372;5148.182739;5946.286828;6935.265806;7712.846084;8447.982815;9411.138219;10456.79168;11420.25271;12228.37361;12941.59648;13463.33315;14157.2515;15022.43719;16298.20506;17600.89076;18267.47835;20843.29783;23032.17663;25179.11931;27104.87027
Cote d'Ivoire;CIV;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2693.361466;2677.07472;2624.524223;2576.993401;2550.992224;2683.320976;2831.799037;3039.524739;3086.127664;3064.799448;3040.575932;2961.762873;2851.030414;2701.741685;2794.173257;2841.823088;2941.821412;2984.534722;3115.837892;3176.632424;3360.544088;3175.919224;3290.723069;3619.017909;4074.214455;4403.642966;4530.648498;4690.178019;4945.625206;5516.390551;5543.850963;6045.204805;6719.443816;7227.029117;7653.450338
Cameroon;CMR;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2031.909988;1962.540638;1890.092531;1731.408731;1751.68523;1790.33915;1849.5065;1915.117607;1975.155989;2038.663789;2108.49455;2190.896407;2263.055197;2368.101195;2532.647444;2597.680399;2704.437398;2817.722281;2870.441069;2878.951439;2913.942928;2988.817287;3059.642266;3238.868298;3422.261282;3497.660676;3626.99932;3767.430729;4010.763601;4241.111749;4365.447041;4793.556282;5188.977509;5405.574657;5591.496398
Congo Dem. Rep.;COD;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;832.070396;761.977848;674.3415167;576.3727675;539.5690413;532.1807152;526.1664379;497.1220628;481.2892119;451.8260052;416.5493376;403.9842859;409.6429383;428.3336256;455.8677865;483.9113295;509.427783;539.4126385;566.6853821;568.6095678;597.0887408;630.2848806;632.2020761;712.4390067;804.5966346;859.1434827;913.9555594;1003.257355;1069.281634;1167.320616;1136.008396;1313.618218;1484.241169;1616.468492;1709.732077
Congo Rep.;COG;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3436.749698;3536.08005;3607.671112;3550.385794;3326.9814;3434.067841;3547.213539;3509.998895;3602.033519;3463.85453;3667.424873;3748.446749;3888.164023;3886.992068;3991.511247;4278.925387;4588.109249;4242.611268;4448.332617;4800.901598;5125.069913;5175.204391;6058.064494;5833.863367;5733.183936;4715.134316;4016.049085;4444.639002;5593.193706;5719.599773;4770.964498;6263.211613;6647.496817;6850.277706;7026.362024
Colombia;COL;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5109.420001;5280.777798;5509.364649;5826.183444;6173.636115;6505.565262;6638.839736;6861.091864;6853.84144;6543.867212;6775.930644;6934.882843;7108.823903;7420.460084;7909.346352;8432.333291;9154.089262;9909.290314;10307.06499;10367.34896;10841.12798;11707.46146;12093.07549;12779.88658;13355.36242;13332.0555;14026.83999;14400.61398;15239.40495;16181.5909;15519.21017;17383.09017;20695.74268;20944.48839;21494.60027
Comoros;COM;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1385.878408;1322.830534;1438.225849;1489.140068;1415.400491;1471.476571;1453.809715;1512.212361;1522.376505;1545.835082;1719.017908;1762.113386;1792.760857;1830.99192;1880.333101;1954.030033;2026.319501;2056.47051;2136.324593;2243.868224;2333.327783;2471.790152;2678.701088;2832.528678;2937.611838;2949.473422;3139.051607;3347.45653;3304.548452;3312.749571;3261.594968;3449.043575;3726.14918;3902.74666;4055.126334
Cabo Verde;CPV;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1044.457524;1068.867385;1185.580879;1291.310531;1540.217583;1762.158884;1962.921025;2181.781401;2443.036556;2714.09656;3124.494884;3216.646512;3388.448145;3551.463843;3968.656917;4324.202325;4758.37705;5566.769491;6010.851368;5900.660865;6038.585257;6384.228441;6318.061087;6367.280013;6416.833012;6773.4868;7350.753587;7935.761763;7916.421153;8645.756469;6852.576699;7685.419214;9481.073354;10300.44089;11261.77065
Costa Rica;CRI;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5020.635941;5174.632036;5635.082612;6025.46577;6276.249571;6515.337095;6568.444186;6890.168193;7306.038291;7563.244167;7879.47795;8190.074409;8460.652296;8862.994121;9365.327754;9898.929193;10799.5114;11841.90117;12471.67231;12273.8604;12927.56459;13614.2604;14463.74044;15232.07715;16393.80954;17525.14046;19201.74532;20499.34421;21498.03507;23339.60913;22099.86781;23852.9253;25924.74038;28075.14217;30062.84916
Caribbean small states;CSS;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7132.994279;7402.727258;7793.943979;7962.534631;8359.496098;8725.433536;9267.755046;9829.866343;10350.7797;10964.5704;11656.68587;12122.10218;12761.84847;13863.19614;14882.24917;16161.52839;18000.51614;19152.00166;19808.58811;19195.50081;19733.77899;20192.00195;20654.70576;20835.11385;21151.42847;20543.03034;19901.28572;20734.43228;21186.0015;22125.37418;20154.01603;23346.62886;28827.20643;32739.19879;38469.09369
Cuba;CUB;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curacao;CUW;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21891.04536;23057.26136;23479.79733;23522.27489;23791.19741;24081.15121;24590.19237;25374.14299;26098.47115;25950.39504;25956.81076;26251.3628;25105.99247;24821.79628;24347.76049;24037.64863;23649.59149;24321.74674;24623.04131;25396.99662;21797.01901;25163.86693;29554.07214;30715.57289;
Cayman Islands;CYM;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75190.66008;77337.18706;76297.45816;69254.18102;66325.45743;66629.1627;64726.53111;63648.25391;63560.51418;64009.3168;65680.07483;68017.67583;71811.89174;72697.36729;66118.65452;74150.85809;81803.09765;86689.20888;
Cyprus;CYP;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13339.29688;13537.38867;14749.72266;14842.25391;15724.93555;17084.63086;17313.52539;17777.35938;18758.63477;19662.71094;21291.25781;22868.67188;23556.35547;24281.11133;25945.51758;27763.20313;30015.19141;32889.08984;34830.15234;33883.72266;33505.88281;33406.11328;31923.98828;30451.75586;30171.03125;31930.76367;35877.73828;38414.50781;40924.61719;45115.93359;43353.55859;48781.27734;55941.58594;57204.58594;61239.66016
Czechia;CZE;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12806.02836;11729.50982;11923.84877;12201.35069;12819.82481;13948.06199;14775.32431;14907.64045;15062.76204;15493.97967;16328.79792;17711.33552;18344.03294;19606.58939;20990.93282;22114.83631;23919.29271;26268.56532;27937.84157;27698.81061;28156.98547;29237.1871;29465.6074;31013.00829;32743.48977;34102.17699;36445.04857;39346.03056;41638.18311;45614.01711;44839.48221;47796.03374;51709.83739;53217.21917;56805.64677
Germany;DEU;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19521.0196;21058.07668;21806.20987;21940.16186;22886.76783;23614.95844;24160.0668;24643.68321;25444.15114;26517.93429;27467.78242;28677.19086;29513.68233;30305.25757;31757.41773;32313.73679;34748.75433;36915.32528;38443.53863;37554.4427;39730.48979;43398.3444;44229.39419;45889.0173;47938.79682;48558.4433;51569.90168;54110.25366;56273.04056;59270.72765;58685.8727;62530.76532;67589.83991;68692.89447;72300.12051
Djibouti;DJI;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3762.281961;3978.346671;4263.962889;4431.565886;4676.713361;5083.11077;5398.000368;5527.001852;5960.108074;6621.330382;7264.044905;7776.226136
Dominica;DMA;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4667.434997;4913.671379;5125.493325;5352.055364;5464.754199;5749.096976;6041.211051;6289.762453;6617.219167;6759.459066;7111.413202;7290.628324;7167.042719;7714.295099;8232.184609;8557.415949;9199.881764;9949.480165;10862.25827;10803.55637;10924.09532;11122.89941;10920.90851;11286.2697;12083.29263;12092.7316;12945.00296;12696.19566;15069.89724;16020.59447;14243.76231;15808.97435;18802.08199;20285.98217;21300.68487
Denmark;DNK;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18227.41711;19054.94217;19817.86871;20203.67594;21654.90257;22661.55768;23713.94519;24881.2436;25797.12562;26642.22156;28641.69904;29462.12329;30666.59677;30868.04561;33019.97729;34238.32181;37400.30752;39111.51903;41467.38619;40503.20463;43042.39464;44443.71638;44755.16243;46869.19329;47879.59556;48910.33244;51820.95213;55271.5976;57233.62317;60594.9664;62682.28995;69715.18097;77400.3348;73737.44754;79514.28544
Dominican Republic;DOM;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3640.937674;3722.213108;4150.909718;4473.965663;4598.926094;4870.861654;5160.987849;5618.463077;5963.184992;6304.733204;6639.011319;6847.573661;7157.668255;7097.557078;7374.812318;8215.032446;9130.069061;9951.131916;10345.8081;10381.62481;11245.68119;11694.66419;11776.62281;12413.91002;13464.79256;14804.09741;16282.18991;16846.20723;17994.83827;19766.76286;18998.30697;22053.45899;24625.80886;25839.93567;27541.18357
Algeria;DZA;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7602.187257;7582.071945;7704.516443;7537.938682;7462.647588;7746.716839;8052.768567;8128.798914;8502.888359;8776.442095;9186.815903;9543.520354;10080.1825;10802.75067;11431.68567;12246.26922;12791.34126;13320.96412;13666.2182;13651.4473;14201.36599;14639.87794;14441.32934;14370.82066;14694.14383;13807.35158;13437.84602;13493.56075;13727.12664;13892.53334;12676.51306;14496.86547;15836.09444;16824.4879;17552.77425
East Asia & Pacific (excluding high income);EAP;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1466.381342;1608.372682;1788.268719;1993.534311;2214.478888;2445.715538;2675.567825;2869.34829;2893.026479;3072.802344;3341.33916;3603.433325;3906.813759;4288.415778;4748.769994;5317.997611;6002.468821;6831.243154;7476.707817;8020.937515;8827.290308;9671.462713;10521.51011;11177.12213;11753.59264;12146.48024;12742.09298;13488.49643;14588.58105;15683.16834;16013.88223;17966.40334;19925.5391;21665.92235;23247.57882
Early-demographic dividend;EAR;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2943.901267;3104.181255;3237.573648;3321.651519;3425.744944;3549.993191;3742.197449;3899.482478;3861.257629;3948.356179;4146.261154;4248.834161;4332.807857;4569.357231;4920.407415;5294.579861;5733.892632;6152.642336;6434.578916;6522.588161;6928.631473;7342.481523;7714.902127;7946.594003;8179.506063;8291.571876;8604.775685;9068.886935;9570.276264;9899.460746;9635.151213;10755.40804;12224.15752;13167.78458;13867.69444
East Asia & Pacific;EAS;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3259.903589;3510.8096;3736.929949;3979.585956;4265.696535;4582.856035;4904.713974;5159.528197;5154.861215;5392.427471;5800.828717;6106.190741;6483.30876;6913.130056;7502.712578;8167.994615;8967.222301;9905.678012;10533.57665;10918.33303;11852.41023;12741.46366;13621.7935;14376.95236;14952.91902;15433.05314;16002.65976;16790.57004;17908.4303;18990.89973;19319.13127;21435.04821;23606.24591;25448.22361;27138.58695
Europe & Central Asia (excluding high income);ECA;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6327.057772;6158.128089;5921.013694;5834.07804;5247.480418;5314.731856;5533.959587;5891.646151;5198.362902;5212.39849;5715.877567;5926.451977;6235.688431;6676.481244;7539.842302;8311.551574;9484.079102;10566.87029;11392.33016;11038.8907;12038.05257;13243.14238;13991.1453;15232.34775;15756.98757;16060.30219;16653.53945;17593.38482;18188.38516;19259.49519;19587.16066;21837.87752;24920.96779;27292.47739;28623.93189
Europe & Central Asia;ECS;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11895.89997;12144.14449;12148.92524;12227.07998;12427.28436;12894.49514;13339.02831;13915.91398;14202.39129;14762.73098;15901.56836;16708.0809;17502.04103;18180.13837;19305.55228;20349.32592;22541.47031;24174.92156;25823.95027;25113.05464;26191.44254;27777.38024;28527.66718;29835.98899;30596.81162;31045.05338;32454.573;34188.76076;35885.56403;38489.21056;37975.14164;42234.93331;47041.23116;48825.13572;51571.74905
Ecuador;ECU;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4631.553258;4886.947808;4997.643633;5112.218771;5339.397262;5469.148435;5559.978153;5792.649691;5940.441975;5637.916933;5728.252499;5998.875086;6281.522152;6475.065973;6980.091264;7457.465536;7884.516936;8112.448245;8662.607363;8662.106727;8968.940408;9768.692011;10244.51778;11295.61278;11835.60913;10877.75075;10881.48907;11793.47974;12186.88461;12543.01482;11526.8013;13507.44456;15198.07256;15918.51629;15840.26686
Egypt;EGY;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3566.034565;3626.741207;3783.802571;3894.940977;4048.02221;4234.713469;4434.464911;4661.079819;4868.720466;5121.002569;5451.51567;5650.051962;5752.697081;5928.079453;6207.124922;6554.128851;7079.028085;7640.572286;8190.709132;8465.020524;8837.7645;8988.107819;10342.43171;10511.39317;10256.43676;10903.33682;10665.66765;11124.73511;12329.24468;13363.7327;15231.86542;15579.01609;17526.8017;18524.8393;19094.14494
Euro area;EMU;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17007.78101;17895.45667;18405.18127;18616.19137;19424.00335;20261.67374;20895.72617;21737.74935;22770.17058;23666.92855;25148.09311;26346.01601;27384.53358;27856.58461;28955.96727;29985.34238;32467.32758;34363.01063;35655.79888;34777.35819;35748.60497;37441.40942;37786.19011;39064.62737;40118.30511;41247.25914;43732.10361;45832.55125;47721.53056;51240.69244;49691.33458;54187.80475;59920.95604;61462.68313;64853.58385
Eritrea;ERI;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1020.568839;1148.762009;1379.245471;1368.778763;1449.054833;1573.125455;1598.002195;1597.129922;1557.875802;1683.684419;1701.695237;1620.85093;1620.764029;1674.070055;1682.238942;1727.093442;1546.927475;1576.742846;1599.191061;1742.32363;;;;;;;;;;;;;
Spain;ESP;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13666.53799;14451.59178;14845.39592;14962.72312;15572.12759;16265.11619;16964.93523;17899.19393;19081.57654;19938.17868;21577.59731;22954.82049;24377.84171;25060.51538;26163.30462;27629.7077;30755.29879;32537.34354;33349.94258;32201.47735;31808.21799;32015.5752;31869.78398;32613.68918;33760.95556;35238.06914;37612.71887;39825.24981;41015.15658;44042.75758;39327.84793;44251.66582;50468.09669;53229.92202;56926.2399
Estonia;EST;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7475.931172;7146.260556;5867.943872;5809.855359;5962.614706;6475.401362;6889.298809;7977.916551;8450.519375;8412.066776;9422.497065;10309.99788;11666.66496;13136.71851;14539.97108;16638.07797;19348.38686;22201.35438;22803.51947;20478.25248;21616.71224;24652.36103;26242.52827;27831.15262;29403.65845;29720.59112;31947.77691;34506.64869;37120.98798;40586.37844;40672.13404;44251.5375;47802.00731;46790.27002;49333.80678
Ethiopia;ETH;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;417.0265785;383.3872276;343.3615486;383.9606802;390.8239465;409.2943332;453.3683956;460.6363916;435.8015057;450.4860201;473.9033135;509.1193018;509.1263141;492.8407554;557.8256348;624.5106924;692.8669076;770.2611552;844.98838;899.1409017;995.6539786;1098.115157;1178.974746;1252.868964;1484.631456;1632.61818;1857.549465;2004.747556;2095.317578;2242.444883;2406.789385;2588.413102;2844.922745;3060.90503;3278.489673
European Union;EUU;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14969.98378;15561.8645;15976.23961;16203.09315;16950.97135;17755.32504;18350.65561;19070.6047;19968.43281;20768.23432;22106.72557;23211.90567;24228.05068;24757.57974;25920.15912;26893.74251;29226.88706;31140.13103;32596.63851;31949.66216;33014.12821;34682.17911;35128.27831;36309.56495;37383.9251;38578.81846;40920.6272;43050.31173;45031.54413;48593.52158;47575.15472;51978.49777;57525.52539;59008.53538;62433.6344
Fragile and conflict affected situations;FCS;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2448.944439;2487.644615;2483.598058;2411.449887;2266.419136;2240.850685;2268.07414;2375.1225;2454.362996;2482.755388;2633.367334;2746.184684;2773.644805;2720.560486;3103.884341;3325.582726;3574.469671;3822.258884;3997.406748;3952.008962;4119.215581;4143.455006;4348.792925;4540.389046;4554.316558;4363.154272;4422.168054;4661.404054;4851.524753;5075.87301;4913.395916;5175.207574;5341.139236;5535.836044;5655.017899
Finland;FIN;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18134.7668;17550.2347;17259.5607;17446.17775;18445.38467;19554.87908;20059.98881;21782.02131;23568.36448;24761.81656;26777.11434;27801.02483;28596.26063;29046.40923;31199.29145;32047.70693;34447.7143;37844.29316;40081.22125;37968.66174;38950.55259;40845.95667;40739.11318;41325.80521;41547.09845;42269.22122;44562.40111;47234.85286;49248.67754;52276.11157;53296.57928;56790.37662;61347.15785;61612.94239;64091.22518
Fiji;FJI;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3953.823484;3944.829232;4249.828881;4414.994154;4712.986222;4907.553028;5204.415094;5124.456597;5184.814083;5655.08668;5623.480284;5805.13582;6024.062367;6145.432028;6583.746778;6775.614303;7050.143538;7119.842801;7286.789919;7199.510508;7476.107527;7814.699703;8357.198841;9006.756001;10712.02893;11733.74292;11984.5636;12819.56349;13225.91946;13219.69751;11235.27604;10685.19703;13672.2357;15152.13778;16032.25741
France;FRA;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17471.68641;18178.0122;18790.19716;19070.99459;19873.51085;20687.72611;21260.55821;22184.97042;23261.18951;24203.87559;26001.8797;27349.74459;28350.09856;28027.67621;28925.12687;30431.23672;32430.44431;34067.46615;35053.26271;34666.95989;35911.54386;37510.37599;37671.02393;39583.35204;40218.12586;40916.10536;42880.23514;44469.14589;46381.05906;51130.47231;49481.80443;52517.33549;56181.00581;58317.82803;61321.69132
Faroe Islands;FRO;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41160.10851;39330.59645;39766.5911;42133.21515;46196.84282;49780.8416;53198.41385;53682.17153;54318.30393;56416.23195;58933.13148;62222.24166;61648.50562;67770.48866;74316.7435;78165.17538;
Micronesia;FSM;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1688.595547;1841.303504;1920.395314;2081.077642;2075.211924;2243.582317;2202.360504;2097.713352;2175.762292;2230.810257;2383.85065;2483.249107;2533.761466;2628.215732;2624.174226;2774.43262;2875.300154;2921.372492;2931.12401;3008.477298;3125.912529;3287.302155;3280.158619;3206.361523;3178.899622;3346.809506;3383.797012;3459.864742;3525.344626;3717.18067;3682.392995;3944.705715;4085.209533;4233.134049;4346.219329
Gabon;GAB;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11952.02436;12760.1824;12311.96381;12756.91478;13163.53043;13750.10723;14146.65707;14837.42713;15137.80415;13628.86275;13326.11695;13555.62854;13369.12334;13564.18041;13637.6668;14028.35621;13637.25902;14391.24659;13733.70129;13383.56623;14014.69055;14784.34836;14619.71814;14497.99212;14853.67125;14306.43408;13997.73528;14796.62864;15432.04305;15949.63737;14477.13083;18523.5798;19992.55706;20757.07238;21509.52279
United Kingdom;GBR;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17054.44482;17382.84996;17802.10801;18633.08277;19712.67741;20581.04201;21938.44502;23065.19052;23687.69175;24493.50137;26529.85217;27915.53044;29089.05368;30317.52431;32055.47176;32726.13319;34734.81602;35523.31159;36744.79136;35023.33231;36487.67185;37224.37876;38336.59618;39947.53696;41266.81978;42526.70036;44085.20256;46113.02117;47212.20452;50064.96056;48230.0477;51004.42717;58544.46954;57915.494;60620.38077
Georgia;GEO;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5835.580913;4726.62231;2643.178362;1898.371196;1764.244699;1918.769886;2253.095233;2615.646211;2795.394477;2976.857973;3161.195825;3440.728179;3718.686933;4239.938414;4634.777576;5271.950953;5980.443905;6951.085843;7278.663122;7119.142791;7711.806839;8563.835549;10059.98206;10797.34233;11770.69894;12269.65289;13065.29416;13718.93787;15021.90576;16770.13338;16791.25987;18915.6534;22461.33264;25071.96773;28417.75187
Ghana;GHA;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1580.650488;1677.605753;1738.64019;1820.653296;1875.261727;1946.822173;2025.832671;2096.765003;2166.646631;2238.665233;2315.17803;2397.30067;2475.096354;2584.477237;2729.344502;2903.83429;3103.226258;3241.220811;3515.589235;3617.239444;3855.468917;4381.125355;4933.652543;5214.569358;5517.131788;5191.370534;5011.079316;5170.960949;5536.497954;6002.550447;6047.301117;6607.502974;7208.15799;7556.416055;8027.168423
Gibraltar;GIB;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;870.7442226;887.47096;907.9394064;947.0582356;975.9800229;1013.632324;1048.158239;1098.668685;1130.043039;1163.360093;1195.806115;1250.970597;1315.366694;1327.967765;1366.031602;1422.350882;1452.960832;1557.585849;1613.698845;1566.700892;1621.691611;1705.271104;1789.97473;1842.002277;1873.214131;1929.680913;2255.32618;2687.095048;2844.464277;3105.82789;3331.85663;3738.805126;4062.361364;4333.746173;4579.101873
Gambia;GMB;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1409.327219;1440.439739;1462.386889;1486.623321;1472.554857;1472.197625;1488.800554;1544.211968;1571.504592;1649.279526;1731.338476;1822.979651;1743.694325;1849.78337;1978.632627;1938.023627;1930.818885;1985.040252;2088.271661;2177.053447;2266.828982;2064.253853;2064.814381;2006.740816;1933.703297;1990.316258;2012.676482;2038.954299;2277.442362;2421.723181;2530.804149;2777.79621;3067.310404;3254.374578;3445.251592
Guinea-Bissau;GNB;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;824.1022506;876.5441839;880.0865645;889.9892434;909.4865845;945.2467062;1052.05188;1118.23356;860.7900087;1000.605687;1013.973492;1063.572283;1095.223058;1088.742657;1105.343228;1186.626314;1225.918246;1259.605607;1308.535567;1314.970787;1369.689171;1471.762799;1401.84994;1415.825119;1455.908137;1729.942603;1824.373098;2081.812872;2057.969691;2236.811104;2310.374307;2483.850629;2747.254196;2907.140891;3052.691137
Equatorial Guinea;GNQ;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577.3954787;569.282521;756.0641096;828.1638639;950.7572558;1098.254989;1793.192968;4386.826262;5280.390001;6469.838741;7420.393101;11626.72312;13254.82362;14496.17441;19354.21208;22137.04978;23511.39866;26610.76912;30522.77871;29722.00056;26167.82685;27241.60004;30011.92744;27909.51759;27177.27167;19478.70101;16649.47577;18434.77086;18413.12942;16451.36415;13677.11059;16821.44865;18139.98933;17411.50023;17566.76003
Greece;GRC;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13117.55556;13814.74093;14120.18286;14140.18484;14657.41088;15207.76011;15772.52708;16626.58093;17432.42598;17758.00557;18815.83579;20306.08784;21985.23454;23255.5642;24828.89794;25003.82975;28082.12488;28896.92107;30440.97091;29947.78681;27841.85914;25692.57409;24582.9742;25730.8809;26450.18133;26614.84838;27504.5498;28681.68156;29792.05925;31927.37922;29533.08774;33531.15511;38969.02217;41181.99122;44074.29567
Grenada;GRD;GDP per capita PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4552.955222;4732.562968;4760.998639;4741.975827;4889.147171;5062.075537;5346.725041;5673.255241;6368.012294;6857.187053;7305.724562;7282.70842;7620.673877;8469.087527;8605.823985;10016.34797;9876.616696;10727.67921;11000.75236;10303.34326;10344.38392;10591.74756;10575.10563;11199.40402;12228.64811;13214.40966;13977.50559;15041.45257;15974.85919;16446.11389;14361.12672;15298.12311;17554.73203;19010.18414;20167.19938
